날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1991-01-01,108,0.8,-4.5,3.2
1991-01-02,108,-6.1,-7.9,-3.4
1991-01-03,108,-6.2,-9.7,-0.4
1991-01-04,108,-8.5,-10.8,-5.3
1991-01-05,108,-10.1,-12.8,-7
1991-01-06,108,-8,-12.9,-2.6
1991-01-07,108,-4.3,-7.4,-0.7
1991-01-08,108,-7.3,-11.1,-3.9
1991-01-09,108,-5.5,-10.6,-0.2
1991-01-10,108,-1.4,-4.1,1.7
1991-01-11,108,-3.2,-6.3,0.2
1991-01-12,108,-3.8,-6.8,0.3
1991-01-13,108,-6,-9.2,-2.7
1991-01-14,108,-6,-8.8,-2.3
1991-01-15,108,-3.1,-7.2,2.2
1991-01-16,108,1.1,-4.5,6.5
1991-01-17,108,-2.5,-5.3,3.3
1991-01-18,108,-3,-7.4,2.6
1991-01-19,108,-0.4,-5.5,6.4
1991-01-20,108,2.2,-4,9.7
1991-01-21,108,4.6,1.3,8.1
1991-01-22,108,2.9,0.6,4.6
1991-01-23,108,1.9,-2.1,7.2
1991-01-24,108,0.7,-0.1,2.1
1991-01-25,108,-1.4,-3.8,0.3
1991-01-26,108,-2.7,-6.8,1.7
1991-01-27,108,-2.7,-6.9,1.4
1991-01-28,108,-1.4,-6.3,4.8
1991-01-29,108,0,-4.9,5.6
1991-01-30,108,-0.4,-4.2,3.9
1991-01-31,108,-1.1,-4.7,3.6
1991-02-01,108,-2,-4.3,1.1
1991-02-02,108,-2.4,-6.6,2.5
1991-02-03,108,-0.9,-5.2,3.6
1991-02-04,108,-0.3,-4.3,1.1
1991-02-05,108,-2.9,-6.7,1.6
1991-02-06,108,0.3,-4.8,4.4
1991-02-07,108,2.4,-1.1,3.8
1991-02-08,108,-0.6,-4,4.1
1991-02-09,108,2.8,-2.9,8.4
1991-02-10,108,4.3,1.7,8.5
1991-02-11,108,2.5,0.5,5.8
1991-02-12,108,1.8,-2.5,7.1
1991-02-13,108,3.6,-0.4,10
1991-02-14,108,4.9,-0.6,12
1991-02-15,108,2.9,1.2,6
1991-02-16,108,2.1,-1.3,7.6
1991-02-17,108,0.5,-3.3,4.9
1991-02-18,108,0.9,-1,2.8
1991-02-19,108,-4.5,-7.6,-1
1991-02-20,108,-4.9,-9.2,-0.8
1991-02-21,108,-7.1,-10.1,-3.5
1991-02-22,108,-9.9,-12.4,-8.4
1991-02-23,108,-11.1,-15,-6.8
1991-02-24,108,-8,-13,-2.8
1991-02-25,108,-3.5,-9.3,2.4
1991-02-26,108,0.5,-3.7,4.4
1991-02-27,108,2.9,1.2,5.2
1991-02-28,108,1.1,-3.2,3.8
1991-03-01,108,-0.9,-6,5.2
1991-03-02,108,1.6,-3.4,6.4
1991-03-03,108,3.2,-1.2,8.4
1991-03-04,108,3.4,-2.3,10
1991-03-05,108,6,0.3,13
1991-03-06,108,5.2,0.5,11.1
1991-03-07,108,5.8,2,9
1991-03-08,108,1,-0.1,2
1991-03-09,108,1.4,-0.2,3.1
1991-03-10,108,2.4,0.7,4.1
1991-03-11,108,4.5,0.9,7.6
1991-03-12,108,4,0.4,8.6
1991-03-13,108,2.8,-1,7
1991-03-14,108,0.3,-3.8,4.5
1991-03-15,108,1.5,-2.5,5.9
1991-03-16,108,1.8,-0.3,5.8
1991-03-17,108,2.8,-2.2,8.4
1991-03-18,108,5.3,-0.9,11.4
1991-03-19,108,9.8,3.4,16.4
1991-03-20,108,11.1,6.9,14.8
1991-03-21,108,6.8,3.4,10.7
1991-03-22,108,7.2,2.2,13.9
1991-03-23,108,8.2,2.8,14
1991-03-24,108,10.2,4,17
1991-03-25,108,12.7,9.3,18.9
1991-03-26,108,9.8,2,15.8
1991-03-27,108,3.9,1.9,5.6
1991-03-28,108,7,3.6,11.8
1991-03-29,108,7,3.2,11.1
1991-03-30,108,5,0.4,9.9
1991-03-31,108,1.1,-1.9,6.4
1991-04-01,108,2.3,-3.4,8.4
1991-04-02,108,5.7,0,11.2
1991-04-03,108,8,4.8,13.9
1991-04-04,108,8.8,2.8,15
1991-04-05,108,9.5,2.6,15.8
1991-04-06,108,13.3,6.8,19.5
1991-04-07,108,16.2,9.8,24.1
1991-04-08,108,15.2,9.2,22.7
1991-04-09,108,16,9.1,23.6
1991-04-10,108,17.2,12.3,22.4
1991-04-11,108,19.2,11.7,25.6
1991-04-12,108,17.2,13.4,23.1
1991-04-13,108,12.7,10,14.7
1991-04-14,108,11.4,7.3,16.6
1991-04-15,108,11.7,7.8,15.6
1991-04-16,108,13.2,5.6,21.9
1991-04-17,108,12.7,7.9,19.7
1991-04-18,108,12.6,10,17.1
1991-04-19,108,11.6,6.2,17.7
1991-04-20,108,11.9,6.4,17.3
1991-04-21,108,11.8,5.9,18.8
1991-04-22,108,14.3,7.8,20.1
1991-04-23,108,16.4,8.5,23.6
1991-04-24,108,17.1,12.9,22.3
1991-04-25,108,14.8,9,19.8
1991-04-26,108,12.4,5.9,18.9
1991-04-27,108,14.1,6.7,21.4
1991-04-28,108,14.8,9.6,21.5
1991-04-29,108,15.3,11.1,20.4
1991-04-30,108,13,9,19.2
1991-05-01,108,11.1,8,14.9
1991-05-02,108,11.6,7.6,16
1991-05-03,108,13.2,7.6,19.6
1991-05-04,108,13.6,7.4,20.1
1991-05-05,108,16.1,7.5,24.7
1991-05-06,108,14.1,11.7,17.2
1991-05-07,108,14.4,12.2,19.5
1991-05-08,108,14.2,11.2,18.1
1991-05-09,108,17,12.4,22.9
1991-05-10,108,18.1,13.9,23.4
1991-05-11,108,18,12,23
1991-05-12,108,17,13,23
1991-05-13,108,17.1,13.1,23.5
1991-05-14,108,19.1,11.1,26.8
1991-05-15,108,18.3,12,24.6
1991-05-16,108,13.8,11.2,17.2
1991-05-17,108,16.4,11.1,22.2
1991-05-18,108,18.3,11.6,23.9
1991-05-19,108,21,16.3,27.6
1991-05-20,108,23.6,17.3,30.2
1991-05-21,108,23.1,16.3,29.6
1991-05-22,108,22.3,16,29.5
1991-05-23,108,25.5,20.4,31.1
1991-05-24,108,21,19.3,23.6
1991-05-25,108,16.7,12.1,20.1
1991-05-26,108,12.8,12,13.4
1991-05-27,108,16.9,12.8,21.8
1991-05-28,108,19,14.6,24.1
1991-05-29,108,19.4,13.5,25.2
1991-05-30,108,19.9,15,24.3
1991-05-31,108,20.5,14.7,27.2
1991-06-01,108,19.6,17.2,24.1
1991-06-02,108,21.4,15.2,27.9
1991-06-03,108,20.4,17.1,22.7
1991-06-04,108,20.1,16.3,25.7
1991-06-05,108,20.8,16.3,26.1
1991-06-06,108,22.3,16.2,29.2
1991-06-07,108,23.8,16.7,30.4
1991-06-08,108,24.6,19.1,30.9
1991-06-09,108,22.1,20.3,25
1991-06-10,108,22.3,18.5,25.8
1991-06-11,108,22.2,20.1,24.9
1991-06-12,108,21.2,17.9,24.5
1991-06-13,108,21,16.8,26.9
1991-06-14,108,23.5,17,30
1991-06-15,108,25.2,19.2,30.9
1991-06-16,108,24.4,20.8,30.9
1991-06-17,108,21.8,18.4,26.9
1991-06-18,108,22.7,16.7,28.3
1991-06-19,108,22.6,16.9,28.9
1991-06-20,108,21.4,18.5,25
1991-06-21,108,21.7,16.3,28.3
1991-06-22,108,22.6,18.5,28.6
1991-06-23,108,21.8,18.7,29.8
1991-06-24,108,22.7,18.8,27.4
1991-06-25,108,24.8,20.6,29.1
1991-06-26,108,23.1,21.2,26.3
1991-06-27,108,23.8,20.9,27.9
1991-06-28,108,25.7,22.3,31.8
1991-06-29,108,23.6,19.5,25.8
1991-06-30,108,23.7,18,29
1991-07-01,108,22.9,20.5,24.6
1991-07-02,108,24,18.7,29.5
1991-07-03,108,25.2,21,30.8
1991-07-04,108,26.2,23,31.2
1991-07-05,108,25.7,22.5,29.9
1991-07-06,108,24.9,21.4,29.6
1991-07-07,108,22,18.8,25.6
1991-07-08,108,21.8,18,25.7
1991-07-09,108,22.1,19.4,24.5
1991-07-10,108,23.3,20.3,27.6
1991-07-11,108,22.6,20.1,25.2
1991-07-12,108,24,19.2,29.4
1991-07-13,108,24.5,20.4,29.1
1991-07-14,108,25.2,21.8,29.1
1991-07-15,108,23.1,21.6,24.5
1991-07-16,108,23.4,21.5,26.7
1991-07-17,108,24.5,21.7,28.6
1991-07-18,108,25.7,22.6,30.3
1991-07-19,108,24.3,22.5,27.4
1991-07-20,108,24.6,20.9,25.9
1991-07-21,108,24.5,22.9,25.9
1991-07-22,108,25.9,23.5,27.3
1991-07-23,108,25,22.9,27.9
1991-07-24,108,24.3,22.8,25.7
1991-07-25,108,22,21,24.4
1991-07-26,108,23.6,19.7,27
1991-07-27,108,25.2,22,29.5
1991-07-28,108,27.1,22.3,32
1991-07-29,108,27,25,30.3
1991-07-30,108,24.7,22.9,27.7
1991-07-31,108,25.3,21.8,29.5
1991-08-01,108,27,24,30.3
1991-08-02,108,22.3,20.1,24.4
1991-08-03,108,24.4,21.1,28.3
1991-08-04,108,23.6,21.7,25.9
1991-08-05,108,24,19.8,30
1991-08-06,108,23.7,19.8,28.2
1991-08-07,108,23.4,19.7,28.7
1991-08-08,108,25.7,20.6,30.8
1991-08-09,108,23.2,20.9,25.4
1991-08-10,108,25.1,21.7,29.5
1991-08-11,108,25.8,21.1,30.9
1991-08-12,108,26.3,21.6,31.5
1991-08-13,108,27.1,22.5,31.8
1991-08-14,108,28.1,24.3,33.2
1991-08-15,108,28.6,24.6,34.2
1991-08-16,108,27.6,24.3,31.4
1991-08-17,108,27.3,24.8,31.5
1991-08-18,108,27.3,25,31.6
1991-08-19,108,27,23.2,31.5
1991-08-20,108,29.1,23,34.7
1991-08-21,108,27.9,24,33.2
1991-08-22,108,25.8,23,29.3
1991-08-23,108,22.5,20.4,24.4
1991-08-24,108,25.2,21.4,29.9
1991-08-25,108,26.3,23.1,30.1
1991-08-26,108,25.7,19.7,30
1991-08-27,108,23,16.3,29.1
1991-08-28,108,23.2,15.7,29.7
1991-08-29,108,25.1,18.2,31.8
1991-08-30,108,24.4,21.1,29.1
1991-08-31,108,24.3,21.8,29.2
1991-09-01,108,25.5,21.6,30.5
1991-09-02,108,25.7,21,30.2
1991-09-03,108,22.6,21.1,25.1
1991-09-04,108,21,19.5,23.4
1991-09-05,108,22,21.3,23.2
1991-09-06,108,21.7,19.5,25.9
1991-09-07,108,23.5,18.7,29.6
1991-09-08,108,24.8,18.9,31
1991-09-09,108,24.9,19.2,29.8
1991-09-10,108,23.9,20.5,28
1991-09-11,108,22.5,20.4,24.2
1991-09-12,108,21.2,16.7,26.2
1991-09-13,108,22,15,28.7
1991-09-14,108,22.7,19.1,28
1991-09-15,108,21.7,17.1,27.2
1991-09-16,108,21.8,16.9,27
1991-09-17,108,21.2,17.1,25.8
1991-09-18,108,22.8,17.5,28.1
1991-09-19,108,21.5,17.9,25.2
1991-09-20,108,17.5,13.7,22.6
1991-09-21,108,19.3,14.8,24
1991-09-22,108,19.8,15.5,26.2
1991-09-23,108,19.1,15.6,23.1
1991-09-24,108,19.8,15.8,23.6
1991-09-25,108,19.5,15.7,24.2
1991-09-26,108,18.6,16.8,21.4
1991-09-27,108,17.9,16.2,19
1991-09-28,108,16.7,13,21.4
1991-09-29,108,16.1,10.1,22.5
1991-09-30,108,15.7,11.5,21
1991-10-01,108,18,11.1,25.8
1991-10-02,108,18.4,14.1,23.6
1991-10-03,108,18.7,16,21.7
1991-10-04,108,15.9,11.9,20.8
1991-10-05,108,15.5,10.2,21.3
1991-10-06,108,16.6,10.5,22.2
1991-10-07,108,13.3,8.7,18.8
1991-10-08,108,15.7,8.8,23.5
1991-10-09,108,17.3,11,24.6
1991-10-10,108,17.4,11,24.1
1991-10-11,108,17.4,10.7,25.2
1991-10-12,108,17,11.5,24.2
1991-10-13,108,17.4,11,24.2
1991-10-14,108,13.4,9.3,17.7
1991-10-15,108,12.5,6.7,17.9
1991-10-16,108,13.3,10.6,17.4
1991-10-17,108,12.8,9.5,17.2
1991-10-18,108,13.2,8.3,20.6
1991-10-19,108,9.3,5.4,13
1991-10-20,108,9.8,5.2,14.1
1991-10-21,108,10.9,4.1,17
1991-10-22,108,10.5,5.4,14.8
1991-10-23,108,11.1,5.7,17.1
1991-10-24,108,11.5,7.5,16.3
1991-10-25,108,12.4,7.7,18.3
1991-10-26,108,15,10.4,22.3
1991-10-27,108,11,8,14.9
1991-10-28,108,10.6,6.2,15.3
1991-10-29,108,10.5,4.8,16.4
1991-10-30,108,11.7,8,17
1991-10-31,108,10.9,4.5,18.1
1991-11-01,108,10.8,5.7,16.2
1991-11-02,108,11.5,6.7,15.7
1991-11-03,108,10.3,1.7,14.2
1991-11-04,108,3.7,-1.6,9.3
1991-11-05,108,7.8,1.3,14.7
1991-11-06,108,11,5.7,17.6
1991-11-07,108,9.3,6.5,11
1991-11-08,108,7,3.8,10.6
1991-11-09,108,6.4,1,9.6
1991-11-10,108,4.9,2.3,7.7
1991-11-11,108,2.3,0,5.8
1991-11-12,108,6.3,1.8,10.4
1991-11-13,108,8.1,4.4,12.3
1991-11-14,108,4.6,1.5,8.4
1991-11-15,108,3.8,-0.7,9.4
1991-11-16,108,5.9,0.1,11.2
1991-11-17,108,7.1,4.4,10.6
1991-11-18,108,6.2,1.2,11.3
1991-11-19,108,6.3,3.7,9.9
1991-11-20,108,4.5,0.3,8.8
1991-11-21,108,7.8,4.6,12.3
1991-11-22,108,9.9,7.1,12.6
1991-11-23,108,9.1,3,12.7
1991-11-24,108,1.3,-1.6,4.6
1991-11-25,108,1.2,-4,7.7
1991-11-26,108,3.4,-1.9,9.1
1991-11-27,108,4.7,0.4,9.7
1991-11-28,108,6.3,3.3,10.9
1991-11-29,108,6.2,1.7,11.5
1991-11-30,108,6.6,2,11
1991-12-01,108,2.9,-1.2,7.8
1991-12-02,108,4.2,-0.5,8.8
1991-12-03,108,2.8,-0.6,7.3
1991-12-04,108,2.6,-3.3,8.4
1991-12-05,108,6.1,1.8,12.3
1991-12-06,108,8.1,2.4,12.8
1991-12-07,108,8.4,6.2,10.9
1991-12-08,108,3.8,-0.9,6.4
1991-12-09,108,-1,-3.8,1.8
1991-12-10,108,-0.7,-3.7,2
1991-12-11,108,-1.8,-8.4,1.1
1991-12-12,108,-7.9,-11,-4.7
1991-12-13,108,-1.9,-8.2,2.9
1991-12-14,108,5.6,1.6,9.6
1991-12-15,108,7,2.4,12.5
1991-12-16,108,8.7,4.8,12.9
1991-12-17,108,6.4,1.8,8.8
1991-12-18,108,3.1,1,4.6
1991-12-19,108,3.6,1.8,6.3
1991-12-20,108,3.2,0.3,7.4
1991-12-21,108,2.3,-0.4,6
1991-12-22,108,4.7,-0.5,10.7
1991-12-23,108,6.2,4.9,8
1991-12-24,108,3.4,0.6,5.6
1991-12-25,108,3.2,2.1,4.5
1991-12-26,108,3.2,1.3,5.2
1991-12-27,108,1,-2.2,3.7
1991-12-28,108,-5.7,-9,-2.2
1991-12-29,108,-8.1,-11.1,-3.9
1991-12-30,108,-5.6,-10.6,-0.2
1991-12-31,108,-0.4,-3.7,4.1
