년도,시력,눈,성별,합계,19세이하,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80 - 84세,85세이상
2017,0.8-1.0,좌,여자,2905749,4186,79736,181890,175505,160730,369966,368265,454714,394345,362708,150183,125798,48734,24751,4238
2017,0.8-1.0,좌,합계,6054959,10118,128321,356305,424302,451608,751746,762227,887565,790998,725233,332213,270349,104944,50976,8054
2017,1.1-1.5,좌,남자,2934166,6173,71220,264687,377631,468291,525224,398324,339688,239964,152424,50261,28720,8155,3032,372
2017,1.1-1.5,좌,여자,1708247,3079,69642,176885,177495,172777,350345,242791,231046,148349,90749,23544,15005,4338,1933,269
2017,1.1-1.5,좌,합계,4642413,9252,140862,441572,555126,641068,875569,641115,570734,388313,243173,73805,43725,12493,4965,641
2017,1.6-2.0,좌,남자,94404,175,3600,10826,14308,17376,19991,11669,8229,4829,2356,644,297,70,28,6
2017,1.6-2.0,좌,여자,39404,63,1841,4468,4863,5224,10258,5199,4082,2060,959,199,120,40,27,1
2017,1.6-2.0,좌,합계,133808,238,5441,15294,19171,22600,30249,16868,12311,6889,3315,843,417,110,55,7
2017,기타,좌,남자,27275,6,126,333,588,931,1735,1837,2551,2937,3652,2864,4067,2621,2247,780
2017,기타,좌,여자,22191,5,90,229,299,386,1061,1089,1674,2066,2799,2278,3514,2600,2438,1663
2017,기타,좌,합계,49466,11,216,562,887,1317,2796,2926,4225,5003,6451,5142,7581,5221,4685,2443
2017,소계,우,남자,7875410,15500,147887,522754,731247,867071,1045199,946181,957153,831034,750346,398454,360998,176398,103354,21834
2017,소계,우,여자,6929797,9998,193039,449589,435656,400442,886033,805667,950105,813517,801013,390944,403038,211437,138449,40870
2017,소계,우,합계,14805207,25498,340926,972343,1166903,1267513,1931232,1751848,1907258,1644551,1551359,789398,764036,387835,241803,62704
2017,0.1 이하,우,남자,57440,134,913,2460,2790,2893,3790,3994,4880,4726,6099,4983,7195,5727,4973,1883
2017,0.1 이하,우,여자,94300,161,2422,4453,3342,2196,5346,5994,7910,7523,10652,7916,11667,9432,9392,5894
2017,0.1 이하,우,합계,151740,295,3335,6913,6132,5089,9136,9988,12790,12249,16751,12899,18862,15159,14365,7777
2018,소계,좌,남자,8106914,13109,152513,550527,765042,925705,1015884,944111,994984,840481,777819,430910,371406,190833,110345,23245
2018,소계,좌,여자,6969985,8439,185360,457871,430120,409759,823354,788056,970976,821692,819602,437981,407187,225330,142675,41583
2018,소계,좌,합계,15076899,21548,337873,1008398,1195162,1335464,1839238,1732167,1965960,1662173,1597421,868891,778593,416163,253020,64828
2018,0.1 이하,좌,남자,57765,90,850,2204,2735,3097,3676,4031,5237,4898,6327,5167,6909,5714,4960,1870
2018,0.1 이하,좌,여자,86790,116,1938,3779,2983,2176,4757,5781,7570,6876,9593,7555,10773,9084,8416,5393
2018,0.1 이하,좌,합계,144555,206,2788,5983,5718,5273,8433,9812,12807,11774,15920,12722,17682,14798,13376,7263
2018,0.2-0.4,우,남자,374015,904,7664,20935,22839,21139,23102,27470,32765,31438,42299,34798,43354,32936,25433,6939
2018,0.2-0.4,우,여자,591823,780,12143,26160,21572,16028,37083,44633,56990,52960,76034,57973,73520,56427,43725,15795
2018,0.2-0.4,우,합계,965838,1684,19807,47095,44411,37167,60185,72103,89755,84398,118333,92771,116874,89363,69158,22734
2018,0.5-0.7,우,남자,1290241,1928,18014,57522,71664,75234,89234,109109,141277,149813,184111,130573,132966,75839,44254,8703
2018,0.5-0.7,우,여자,1590862,1420,26745,59090,53063,45665,105480,133139,196692,204041,261929,168134,170021,95208,56957,13278
2018,0.5-0.7,우,합계,2881103,3348,44759,116612,124727,120899,194714,242248,337969,353854,446040,298707,302987,171047,101211,21981
2018,0.8-1.0,우,남자,3290565,4955,51411,188634,265676,318731,372695,395755,455455,406483,380461,199794,152638,63546,29723,4608
2018,0.8-1.0,우,여자,2968452,3456,77257,186966,174553,166513,347126,364403,471641,405233,375811,173221,132807,56162,28278,5025
2018,0.8-1.0,우,합계,6259017,8411,128668,375600,440229,485244,719821,760158,927096,811716,756272,373015,285445,119708,58001,9633
2018,1.1-1.5,우,남자,2985754,5021,71077,270644,388500,490743,509421,396216,350956,241224,159007,57210,31570,10032,3694,439
2018,1.1-1.5,우,여자,1675397,2593,65336,177104,173658,174639,320510,235018,233430,148552,91992,27944,16175,5611,2483,352
2018,1.1-1.5,우,합계,4661151,7614,136413,447748,562158,665382,829931,631234,584386,389776,250999,85154,47745,15643,6177,791
2018,1.6-2.0,우,남자,82129,149,3268,9988,12809,15848,16149,9707,6988,3973,2237,598,313,67,30,5
2018,1.6-2.0,우,여자,29731,53,1368,3747,3641,4306,7160,3970,2910,1497,680,200,127,47,19,6
2018,1.6-2.0,우,합계,111860,202,4636,13735,16450,20154,23309,13677,9898,5470,2917,798,440,114,49,11
2018,기타,우,남자,26497,9,113,335,557,937,1627,1793,2467,2774,3574,2900,3728,2729,2216,738
2018,기타,우,여자,21951,2,88,246,298,346,951,1000,1662,1930,2808,2385,3445,2621,2466,1703
2018,기타,우,합계,48448,11,201,581,855,1283,2578,2793,4129,4704,6382,5285,7173,5350,4682,2441
2018,0.2-0.4,좌,남자,371438,816,6901,18987,21316,20040,22510,26831,32870,31567,43054,35527,44280,33714,25844,7181
2018,0.2-0.4,좌,여자,580581,652,11175,23920,20284,15294,34774,43072,56375,51983,74229,56845,73463,57085,45205,16225
2018,0.2-0.4,좌,합계,952019,1468,18076,42907,41600,35334,57284,69903,89245,83550,117283,92372,117743,90799,71049,23406
2018,0.5-0.7,좌,남자,1302455,1868,17652,55723,70470,74438,89773,110881,143943,152475,188042,132255,134718,76356,45174,8687
2018,0.5-0.7,좌,여자,1596433,1494,26691,58401,52269,44648,104391,133101,197979,204961,264235,168676,171631,96820,57721,13415
2018,0.5-0.7,좌,합계,2898888,3362,44343,114124,122739,119086,194164,243982,341922,357436,452277,300931,306349,173176,102895,22102
2018,0.8-1.0,좌,남자,3269091,5076,51233,187007,263159,315835,373133,395456,452246,403648,376638,198466,151002,63063,28753,4376
2018,0.8-1.0,좌,여자,2939673,3447,77161,186255,172275,163903,342293,360367,465864,401898,374202,174018,131976,54609,26762,4643
2018,0.8-1.0,좌,합계,6208764,8523,128394,373262,435434,479738,715426,755823,918110,805546,750840,372484,282978,117672,55515,9019
2018,1.1-1.5,좌,남자,2988144,5095,72361,275795,393061,493872,506894,393940,350036,240411,157655,55917,30321,9103,3308,375
2018,1.1-1.5,좌,여자,1708574,2663,66768,181090,177660,178364,327311,239711,237745,152027,93634,28367,15836,5056,2089,253
2018,1.1-1.5,좌,합계,4696718,7758,139129,456885,570721,672236,834205,633651,587781,392438,251289,84284,46157,14159,5397,628
2018,1.6-2.0,좌,남자,90905,163,3406,10434,13716,17450,18245,11174,8058,4663,2489,696,303,77,25,6
2018,1.6-2.0,좌,여자,36142,63,1531,4200,4336,5022,8858,5000,3787,1943,971,235,128,46,14,8
2018,1.6-2.0,좌,합계,127047,226,4937,14634,18052,22472,27103,16174,11845,6606,3460,931,431,123,39,14
2018,기타,좌,남자,27116,1,110,377,585,973,1653,1798,2594,2819,3614,2882,3873,2806,2281,750
2018,기타,좌,여자,21792,4,96,226,313,352,970,1024,1656,2004,2738,2285,3380,2630,2468,1646
2018,기타,좌,합계,48908,5,206,603,898,1325,2623,2822,4250,4823,6352,5167,7253,5436,4749,2396
2018,소계,우,남자,8106914,13109,152513,550527,765042,925705,1015884,944111,994984,840481,777819,430910,371406,190833,110345,23245
2018,소계,우,여자,6969985,8439,185360,457871,430120,409759,823354,788056,970976,821692,819602,437981,407187,225330,142675,41583
2018,소계,우,합계,15076899,21548,337873,1008398,1195162,1335464,1839238,1732167,1965960,1662173,1597421,868891,778593,416163,253020,64828
2018,0.1 이하,우,남자,57713,143,966,2469,2997,3073,3656,4061,5076,4776,6130,5037,6837,5684,4995,1813
2018,0.1 이하,우,여자,91769,135,2423,4558,3335,2262,5044,5893,7651,7479,10348,8124,11092,9254,8747,5424
2018,0.1 이하,우,합계,149482,278,3389,7027,6332,5335,8700,9954,12727,12255,16478,13161,17929,14938,13742,7237
2019,소계,좌,남자,8393630,10648,238781,607612,779560,860785,1045864,960984,1026368,832245,853818,427435,404342,189365,127749,28074
2019,소계,좌,여자,7701362,5512,305531,537036,560958,524993,872958,806570,1028851,815889,926420,432745,446311,224904,164011,48673
2019,소계,좌,합계,16094992,16160,544312,1144648,1340518,1385778,1918822,1767554,2055219,1648134,1780238,860180,850653,414269,291760,76747
2019,0.1 이하,좌,남자,62208,69,1674,2686,3031,2976,3991,4315,5320,4943,6759,5018,7531,5731,5886,2278
2019,0.1 이하,좌,여자,96201,67,3792,4700,4287,3040,5316,5791,8088,6831,10689,7189,11432,8885,9581,6513
2019,0.1 이하,좌,합계,158409,136,5466,7386,7318,6016,9307,10106,13408,11774,17448,12207,18963,14616,15467,8791
2019,0.2-0.4,우,남자,398564,654,12729,24277,24781,20659,25503,28893,34716,31243,46538,34456,45863,31540,28408,8304
2019,0.2-0.4,우,여자,640618,413,21441,30808,29343,21909,39603,46265,61214,51141,84083,55448,77939,54064,48838,18109
2019,0.2-0.4,우,합계,1039182,1067,34170,55085,54124,42568,65106,75158,95930,82384,130621,89904,123802,85604,77246,26413
2019,0.5-0.7,우,남자,1362149,1555,29223,64469,75223,72485,94997,113510,147797,149352,203530,129047,143977,74862,51468,10654
2019,0.5-0.7,우,여자,1736472,972,44898,70621,71041,60769,113709,138268,208721,202240,295478,165203,186144,95355,66781,16272
2019,0.5-0.7,우,합계,3098621,2527,74121,135090,146264,133254,208706,251778,356518,351592,499008,294250,330121,170217,118249,26926
2019,0.8-1.0,우,남자,3451360,4242,84621,212278,277122,303422,391660,407699,472732,405522,418409,199903,168463,64607,35167,5513
2019,0.8-1.0,우,여자,3300730,2301,129538,223664,230043,214281,370665,374720,502582,405849,427342,173948,148440,58026,33356,5975
2019,0.8-1.0,우,합계,6752090,6543,214159,435942,507165,517703,762325,782419,975314,811371,845751,373851,316903,122633,68523,11488
2019,1.1-1.5,우,남자,3009815,3967,105402,292275,385765,445749,511907,395229,356474,235062,172494,56043,34248,10127,4525,548
2019,1.1-1.5,우,여자,1866907,1710,102489,201823,220618,219177,335124,236126,243471,146273,104383,28201,18465,5859,2794,394
2019,1.1-1.5,우,합계,4876722,5677,207891,494098,606383,664926,847031,631355,599945,381335,276877,84244,52713,15986,7319,942
2019,1.6-2.0,우,남자,83575,131,4608,10754,12939,14649,16365,9831,7196,3743,2292,592,337,93,35,10
2019,1.6-2.0,우,여자,34130,35,2048,4189,4791,5387,7722,4077,3088,1493,871,214,137,41,29,8
2019,1.6-2.0,우,합계,117705,166,6656,14943,17730,20036,24087,13908,10284,5236,3163,806,474,134,64,18
2019,기타,우,남자,25511,4,198,333,516,800,1443,1606,2242,2518,3737,2458,3950,2563,2383,760
2019,기타,우,여자,19951,4,166,239,283,327,687,896,1447,1643,2711,1993,3443,2370,2366,1376
2019,기타,우,합계,45462,8,364,572,799,1127,2130,2502,3689,4161,6448,4451,7393,4933,4749,2136
2019,0.2-0.4,좌,남자,393983,623,11617,21666,22798,19617,24642,28284,34676,31389,47269,34680,46751,32626,28791,8554
2019,0.2-0.4,좌,여자,625744,406,19256,27777,27274,20588,37187,44428,60180,50289,82255,54479,77843,54491,50378,18913
2019,0.2-0.4,좌,합계,1019727,1029,30873,49443,50072,40205,61829,72712,94856,81678,129524,89159,124594,87117,79169,27467
2019,0.5-0.7,좌,남자,1380138,1538,28758,63319,74517,72000,95939,115180,150581,152647,207745,131620,147007,76111,52507,10669
2019,0.5-0.7,좌,여자,1746230,929,45693,70315,70618,59956,112876,139085,210943,203202,296446,166877,188195,97272,67758,16065
2019,0.5-0.7,좌,합계,3126368,2467,74451,133634,145135,131956,208815,254265,361524,355849,504191,298497,335202,173383,120265,26734
2019,0.8-1.0,좌,남자,3421837,4242,85406,211710,273606,300357,390722,406919,468494,400498,414166,197627,165934,62818,34018,5320
2019,0.8-1.0,좌,여자,3268001,2355,130084,222745,227420,211256,365531,370335,495953,401136,426961,173467,147263,56495,31445,5555
2019,0.8-1.0,좌,합계,6689838,6597,215490,434455,501026,511613,756253,777254,964447,801634,841127,371094,313197,119313,65463,10875
2019,1.1-1.5,좌,남자,3017260,4045,106447,296477,391191,449161,510679,393310,356811,235715,171417,55271,32737,9427,4116,456
2019,1.1-1.5,좌,여자,1903766,1716,104252,206584,225411,223310,341651,240851,248207,150756,106291,28548,18081,5334,2434,340
2019,1.1-1.5,좌,합계,4921026,5761,210699,503061,616602,672471,852330,634161,605018,386471,277708,83819,50818,14761,6550,796
2019,1.6-2.0,좌,남자,92250,128,4683,11415,13901,15873,18449,11270,8155,4557,2667,686,358,72,34,2
2019,1.6-2.0,좌,여자,41698,36,2318,4678,5628,6499,9662,5216,4042,2064,1108,259,121,37,25,5
2019,1.6-2.0,좌,합계,133948,164,7001,16093,19529,22372,28111,16486,12197,6621,3775,945,479,109,59,7
2019,기타,좌,남자,25954,3,196,339,516,801,1442,1706,2331,2496,3795,2533,4024,2580,2397,795
2019,기타,좌,여자,19722,3,136,237,320,344,735,864,1438,1611,2670,1926,3376,2390,2390,1282
2019,기타,좌,합계,45676,6,332,576,836,1145,2177,2570,3769,4107,6465,4459,7400,4970,4787,2077
2019,소계,우,남자,8393630,10648,238781,607612,779560,860785,1045864,960984,1026368,832245,853818,427435,404342,189365,127749,28074
2019,소계,우,여자,7701362,5512,305531,537036,560958,524993,872958,806570,1028851,815889,926420,432745,446311,224904,164011,48673
2019,소계,우,합계,16094992,16160,544312,1144648,1340518,1385778,1918822,1767554,2055219,1648134,1780238,860180,850653,414269,291760,76747
2019,0.1 이하,우,남자,62656,95,2000,3226,3214,3021,3989,4216,5211,4805,6818,4936,7504,5573,5763,2285
2019,0.1 이하,우,여자,102554,77,4951,5692,4839,3143,5448,6218,8328,7250,11552,7738,11743,9189,9847,6539
2019,0.1 이하,우,합계,165210,172,6951,8918,8053,6164,9437,10434,13539,12055,18370,12674,19247,14762,15610,8824
2020,소계,좌,남자,7598837,8186,220239,569252,721283,750986,927955,831266,932565,750586,772948,441189,366252,175310,106841,23979
2020,소계,좌,여자,6858185,4834,301798,515835,502951,446718,716905,677524,906023,739234,836511,456538,390258,197116,127750,38190
2020,소계,좌,합계,14457022,13020,522037,1085087,1224234,1197704,1644860,1508790,1838588,1489820,1609459,897727,756510,372426,234591,62169
2020,0.1 이하,좌,남자,54318,69,1648,2524,2851,2584,3726,3763,4755,4357,6006,4868,6205,4741,4484,1737
2020,0.1 이하,좌,여자,80417,67,4059,4610,3816,2686,4371,4774,6963,5641,8709,6903,9020,7083,7006,4709
2020,0.1 이하,좌,합계,134735,136,5707,7134,6667,5270,8097,8537,11718,9998,14715,11771,15225,11824,11490,6446
2020,0.2-0.4,우,남자,354134,520,12520,23259,23249,18084,23852,25524,31512,27066,39736,33025,39148,27359,22457,6823
2020,0.2-0.4,우,여자,549158,381,21897,29340,26490,18939,32887,38506,52360,43755,70544,54594,64544,44876,36110,13935
2020,0.2-0.4,우,합계,903292,901,34417,52599,49739,37023,56739,64030,83872,70821,110280,87619,103692,72235,58567,20758
2020,0.5-0.7,우,남자,1246833,1264,28007,62917,72411,65852,87653,101355,133714,131088,180829,130348,129641,69405,43195,9154
2020,0.5-0.7,우,여자,1543313,816,44365,67268,63753,52060,94827,116597,181036,177686,261377,171726,161957,84000,52724,13121
2020,0.5-0.7,우,합계,2790146,2080,72372,130185,136164,117912,182480,217952,314750,308774,442206,302074,291598,153405,95919,22275
2020,0.8-1.0,우,남자,3169332,3267,81071,205929,261745,270786,353383,355865,428494,365051,380854,208981,156145,61692,31036,5033
2020,0.8-1.0,우,여자,2970706,1985,127365,216279,207014,183615,304730,314541,442623,370958,392636,188766,134348,53257,27537,5052
2020,0.8-1.0,우,합계,6140038,5252,208436,422208,468759,454401,658113,670406,871117,736009,773490,397747,290493,114949,58573,10085
2020,1.1-1.5,우,남자,2679318,2958,92698,264582,348905,380692,444436,335285,325494,217344,160300,60996,31473,9777,3843,535
2020,1.1-1.5,우,여자,1661708,1546,100582,193092,196813,184666,273084,198568,218857,138138,99272,31903,16897,5497,2457,336
2020,1.1-1.5,우,합계,4341026,4504,193280,457674,545718,565358,717520,533853,544351,355482,259572,92899,48370,15274,6300,871
2020,1.6-2.0,우,남자,72743,96,3794,9153,11506,12344,13851,8209,6688,3678,2291,695,325,81,30,2
2020,1.6-2.0,우,여자,30153,34,2041,3934,4288,4384,6180,3519,3000,1487,870,221,134,38,16,7
2020,1.6-2.0,우,합계,102896,130,5835,13087,15794,16728,20031,11728,9688,5165,3161,916,459,119,46,9
2020,기타,우,남자,21774,2,167,331,464,606,1171,1329,1990,2131,3074,2436,3213,2289,1873,698
2020,기타,우,여자,16849,1,163,247,248,300,571,664,1194,1345,2328,1870,2861,2094,1903,1060
2020,기타,우,합계,38623,3,330,578,712,906,1742,1993,3184,3476,5402,4306,6074,4383,3776,1758
2020,0.2-0.4,좌,남자,353881,464,11358,20977,21684,17649,22952,25151,31591,27827,41315,33999,40220,28502,23164,7028
2020,0.2-0.4,좌,여자,540717,357,19940,26423,24659,18172,31341,37232,51958,43445,70076,54099,65228,45778,37662,14347
2020,0.2-0.4,좌,합계,894598,821,31298,47400,46343,35821,54293,62383,83549,71272,111391,88098,105448,74280,60826,21375
2020,0.5-0.7,좌,남자,1262618,1276,28112,61957,71254,65326,88245,102330,136318,134112,185207,132768,132205,70267,44045,9196
2020,0.5-0.7,좌,여자,1553355,790,45345,67850,64118,51675,94031,117280,183157,177788,262738,173317,163994,85214,52952,13106
2020,0.5-0.7,좌,합계,2815973,2066,73457,129807,135372,117001,182276,219610,319475,311900,447945,306085,296199,155481,96997,22302
2020,0.8-1.0,좌,남자,3146769,3238,81564,205658,260393,268138,352364,356161,426938,360707,376046,206713,153935,60387,29621,4906
2020,0.8-1.0,좌,여자,2946290,1986,128915,216438,205726,181546,301973,310874,436921,367612,390676,187953,132683,52085,26232,4670
2020,0.8-1.0,좌,합계,6093059,5224,210479,422096,466119,449684,654337,667035,863859,728319,766722,394666,286618,112472,55853,9576
2020,1.1-1.5,좌,남자,2679161,3026,93485,268268,352340,383221,443896,333041,323534,217120,158655,59619,30051,8975,3493,437
2020,1.1-1.5,좌,여자,1684581,1593,101067,196014,199502,186997,276797,202209,221999,141536,100960,32163,16459,4934,2072,279
2020,1.1-1.5,좌,합계,4363742,4619,194552,464282,551842,570218,720693,535250,545533,358656,259615,91782,46510,13909,5565,716
2020,1.6-2.0,좌,남자,79640,111,3931,9535,12232,13415,15586,9379,7389,4293,2564,778,297,90,36,4
2020,1.6-2.0,좌,여자,36279,38,2329,4280,4881,5337,7713,4478,3802,1875,1041,305,137,44,15,4
2020,1.6-2.0,좌,합계,115919,149,6260,13815,17113,18752,23299,13857,11191,6168,3605,1083,434,134,51,8
2020,기타,좌,남자,22450,2,141,333,529,653,1186,1441,2040,2170,3155,2444,3339,2348,1998,671
2020,기타,좌,여자,16546,3,143,220,249,305,679,677,1223,1337,2311,1798,2737,1978,1811,1075
2020,기타,좌,합계,38996,5,284,553,778,958,1865,2118,3263,3507,5466,4242,6076,4326,3809,1746
2020,소계,우,남자,7598837,8186,220239,569252,721283,750986,927955,831266,932565,750586,772948,441189,366252,175310,106841,23979
2020,소계,우,여자,6858185,4834,301798,515835,502951,446718,716905,677524,906023,739234,836511,456538,390258,197116,127750,38190
2020,소계,우,합계,14457022,13020,522037,1085087,1224234,1197704,1644860,1508790,1838588,1489820,1609459,897727,756510,372426,234591,62169
2020,0.1 이하,우,남자,54703,79,1982,3081,3003,2622,3609,3699,4673,4228,5864,4708,6307,4707,4407,1734
2020,0.1 이하,우,여자,86298,71,5385,5675,4345,2754,4626,5129,6953,5865,9484,7458,9517,7354,7003,4679
2020,0.1 이하,우,합계,141001,150,7367,8756,7348,5376,8235,8828,11626,10093,15348,12166,15824,12061,11410,6413
